id,word,label
1317,eye,0
1318,eye-catch,0
1319,eye-catching,0
1320,eyecatch,0
1321,eyecatching,0
1322,f u c k,1
1323,f u c k e r,1
1324,f_u_c_k,1
1325,f-u-c-k,1
1326,f.u.c.k,1
1327,f4nny,1
1328,fabulous,0
1329,fabulously,0
1330,face,0
1331,facefucker,1
1333,facial,1
1334,facilitate,0
1335,fack,1
1337,fag,1
1338,fagbag,1
1339,fagfucker,1
1340,fagg,1
1341,fagged,1
1342,fagging,1
1343,faggit,1
1344,faggitt,1
1345,faggot,1
1346,faggotcock,1
1347,faggots,1
1348,faggs,1
1349,fagot,1
1350,fagots,1
1351,fags,1
1352,fagtard,1
1353,faig,1
1354,faigt,1
1355,fair,0
1356,fairly,0
1357,fairness,0
1358,faith,0
1359,faithful,0
1360,faithfully,0
1361,faithfulness,0
1362,fame,0
1363,famed,0
1364,famous,0
1365,famously,0
1366,fancier,0
1367,fancinating,0
1368,fancy,0
1369,fanfare,0
1370,fanny,1
1371,fannybandit,1
1372,fannyflaps,1
1373,fannyfucker,1
1374,fans,0
1375,fantastic,0
1376,fantastically,0
1377,fanyy,1
1380,fartknocker,1
1381,fascinate,0
1382,fascinating,0
1383,fascinatingly,0
1384,fascination,0
1385,fashionable,0
1386,fashionably,0
1387,fast,0
1388,fast-growing,0
1389,fast-paced,0
1390,faster,0
1391,fastest,0
1392,fastest-growing,0
1393,fastfuck,1
1396,fatass,1
1397,fatfuck,1
1398,fatfucker,1
1399,faultless,0
1400,fav,0
1401,fave,0
1402,favor,0
1403,favorable,0
1404,favored,0
1405,favorite,0
1406,favorited,0
1407,favour,0
1408,fcuk,1
1409,fcuker,1
1410,fcuking,1
1411,fearless,0
1412,fearlessly,0
1413,feasible,0
1414,feasibly,0
1415,feat,0
1416,feature-rich,0
1417,fecal,1
1418,fecilitous,0
1419,feck,1
1420,fecker,1
1421,feisty,0
1422,felch,1
1423,felcher,1
1424,felching,1
1425,felicitate,0
1426,felicitous,0
1427,felicity,0
1428,fellate,1
1429,fellatio,1
1430,feltch,1
1431,feltcher,1
1432,female,0
1433,female squirting,1
1434,femdom,1
1435,fenian,1
1436,fertile,0
1437,fervent,0
1438,fervently,0
1439,fervid,0
1440,fervidly,0
1441,fervor,0
1442,festive,0
1443,fetish,0
1444,fidelity,0
1445,fiery,0
1446,figging,1
1447,fine,0
1448,fine-looking,0
1449,finely,0
1450,finer,0
1451,finest,0
1452,finger,0
1453,fingerbang,1
1454,fingerfuck,1
1456,fingerfucked,1
1457,fingerfucker,1
1459,fingerfuckers,1
1460,fingerfucking,1
1461,fingerfucks,1
1462,fingering,1
1463,firmer,0
1464,first-class,0
1465,first-in-class,0
1466,first-rate,0
1467,fist,0
1468,fist fuck,1
1469,fisted,1
1470,fistfuck,1
1471,fistfucked,1
1472,fistfucker,1
1474,fistfuckers,1
1475,fistfucking,1
1476,fistfuckings,1
1477,fistfucks,1
1478,fisting,1
1479,fisty,1
1480,flamer,1
1481,flange,1
1484,flaps,1
1485,flashy,0
1486,flatter,0
1487,flattering,0
1488,flatteringly,0
1489,flawless,0
1490,flawlessly,0
1491,fleshflute,1
1492,flexibility,0
1493,flexible,0
1494,flog,0
1495,flog the log,1
1496,floozy,1
1497,flourish,0
1498,flourishing,0
1499,fluent,0
1500,flutter,0
1501,foad,1
1502,foah,1
1503,fond,0
1504,fondle,1
1505,fondly,0
1506,fondness,0
1507,foobar,1
1508,fook,1
1509,fooker,1
1510,foolproof,0
1511,foot,0
1512,foot fetish,1
1513,footfuck,1
1514,footfucker,1
1515,footjob,1
1516,footlicker,1
1517,foremost,0
1518,foresight,0
1519,foreskin,1
1520,formidable,0
1521,fortitude,0
1522,fortuitous,0
1523,fortuitously,0
1524,fortunate,0
1525,fortunately,0
1526,fortune,0
1527,fragrant,0
1528,freak,0
1529,freakfuck,1
1530,freakyfucker,1
1531,free,0
1532,freed,0
1533,freedom,0
1534,freedoms,0
1535,freefuck,1
1536,freex,1
1537,fresh,0
1538,fresher,0
1539,freshest,0
1540,friendliness,0
1541,friendly,0
1542,frigg,1
1543,frigga,1
1544,frolic,0
1545,frotting,1
1546,frugal,0
1547,fruitful,0
1548,ftw,0
1549,fubar,1
1550,fuc,1
1551,fuck,1
1552,fuck buttons,1
1553,fuck hole,1
1554,fuck off,1
1555,fuck puppet,1
1556,fuck trophy,1
1557,fuck yo mama,1
1558,fuck you,1
1559,fuck-ass,1
1560,fuck-bitch,1
1561,fuck-tard,1
1562,fucka,1
1563,fuckass,1
1564,fuckbag,1
1565,fuckboy,1
1566,fuckbrain,1
1567,fuckbutt,1
1568,fuckbutter,1
1569,fucked,1
1570,fuckedup,1
1571,fucker,1
1572,fuckers,1
1573,fuckersucker,1
1574,fuckface,1
1575,fuckfreak,1
1576,fuckhead,1
1577,fuckheads,1
1578,fuckher,1
1579,fuckhole,1
1580,fuckin,1
1581,fucking,1
1582,fuckingbitch,1
1583,fuckings,1
1584,fuckingshitmotherfucker,1
1585,fuckme,1
1587,fuckmeat,1
1588,fuckmehard,1
1589,fuckmonkey,1
1590,fucknugget,1
1591,fucknut,1
1592,fucknutt,1
1593,fuckoff,1
1594,fucks,1
1595,fuckstick,1
1596,fucktard,1
1597,fucktards,1
1598,fucktart,1
1599,fucktoy,1
1600,fucktwat,1
1601,fuckup,1
1602,fuckwad,1
1603,fuckwhit,1
1604,fuckwhore,1
1605,fuckwit,1
1606,fuckwitt,1
1607,fuckyou,1
1608,fudge,0
1609,fudge packer,1
1610,fudge-packer,1
1611,fudgepacker,1
1612,fuk,1
1613,fuker,1
1614,fukker,1
1615,fukkers,1
1616,fukkin,1
1617,fuks,1
1618,fukwhit,1
1619,fukwit,1
1620,fulfillment,0
1621,fun,0
1622,fuq,1
1623,futanari,1
1624,futurestic,0
1625,futuristic,0
1626,fux,1
1627,fux0r,1
1628,fvck,1
1629,fxck,1
1630,g-spot,1
1631,gae,1
1632,gag,0
1633,gai,1
1634,gaiety,0
1635,gaily,0
1636,gain,0
1637,gained,0
1638,gainful,0
1639,gainfully,0
1640,gaining,0
1641,gains,0
1642,gallant,0
1643,gallantly,0
1644,galore,0
1645,gang,0
1646,gang bang,1
1647,gang-bang,1
1648,gangbang,1
1649,gangbanged,1
1650,gangbangs,1
1651,ganja,1
1652,gash,1
1653,gassy,0
1654,gassy ass,1
1655,gay,0
1656,gay sex,1
1657,gayass,1
1658,gaybob,1
1659,gaydo,1
1660,gayfuck,1
1661,gayfuckist,1
1662,gaylord,1
1663,gays,1
1664,gaysex,1
1665,gaytard,1
1666,gaywad,1
1667,geekier,0
1668,geeky,0
1669,gem,0
1670,gems,0
1671,gender,0
1672,gender bender,1
1673,generosity,0
1674,generous,0
1675,generously,0
1676,genial,0
1677,genius,0
1678,gentle,0
1679,gentlest,0
1680,genuine,0
1681,gey,1
1682,gfy,1
1683,ghay,1
1684,ghey,1
1685,giant,0
1686,giant cock,1
1687,gifted,0
1688,gigolo,1
1689,ginger,0
1690,gippo,1
1693,girl on,1
1694,girl on top,1
1695,girls,0
1696,girls gone wild,1
1697,git,0
1698,glad,0
1699,gladden,0
1700,gladly,0
1701,gladness,0
1702,glamorous,0
1703,glans,1
1704,glee,0
1705,gleeful,0
1706,gleefully,0
1707,glimmer,0
1708,glimmering,0
1709,glisten,0
1710,glistening,0
1711,glitter,0
1712,glitz,0
1713,glorify,0
1714,glorious,0
1715,gloriously,0
1716,glory,0
1717,glow,0
1718,glowing,0
1719,glowingly,0
1720,goat,0
1721,goatcx,1
1722,goatse,1
1723,god,0
1724,god damn,1
1725,god-dam,1
1726,god-damned,1
1727,god-given,0
1728,god-send,0
1729,godamn,1
1730,godamnit,1
1731,goddam,1
1732,goddammit,1
1733,goddamn,1
1734,goddamned,1
1735,goddamnit,1
1736,goddamnmuthafucker,1
1737,godlike,0
1738,godsdamn,1
1739,godsend,0
1740,gokkun,1
1741,gold,0
1744,golden shower,1
1745,goldenshower,1
1746,golliwog,1
1747,gonad,1
1748,gonads,1
1749,gone,0
1750,gonorrehea,1
1751,goo,0
1752,goo girl,1
1753,gooch,1
1754,good,0
1755,goodly,0
1756,goodness,0
1757,goodpoop,1
1758,goodwill,0
1759,gook,1
1760,gooks,1
1761,goood,0
1762,gooood,0
1763,goregasm,1
1764,gorgeous,0
1765,gorgeously,0
1766,gotohell,1
1767,grace,0
1768,graceful,0
1769,gracefully,0
1770,gracious,0
1771,graciously,0
1772,graciousness,0
1773,grand,0
1774,grandeur,0
1775,grateful,0
1776,gratefully,0
1777,gratification,0
1778,gratified,0
1779,gratifies,0
1780,gratify,0
1781,gratifying,0
1782,gratifyingly,0
1783,gratitude,0
1784,gravy,0
1785,great,0
1786,greatest,0
1787,greatness,0
1788,grin,0
1789,gringo,1
1790,grope,1
1791,groundbreaking,0
1792,group,0
1793,group sex,1
1794,gspot,1
1795,gtfo,1
1796,guarantee,0
1797,guidance,0
1798,guido,1
1799,guiltless,0
1800,gumption,0
1801,guro,1
1802,gush,0
1803,gusto,0
1804,gutsy,0
1805,guy,0
1806,guzzler,0
1807,h0m0,1
1808,h0mo,1
1809,hail,0
1810,hair,0
1811,halcyon,0
1812,hale,0
1813,hallmark,0
1814,hallmarks,0
1815,hallowed,0
1816,ham,0
1817,ham flap,1
1818,hand,0
1819,hand job,1
1820,handier,0
1821,handily,0
1822,handjob,1
1823,hands-down,0
1824,handsome,0
1825,handsomely,0
1826,handy,0
1827,happier,0
1828,happily,0
1829,happiness,0
1830,happy,0
1831,hard,0
1832,hard core,1
1833,hard on,1
1834,hard-working,0
1835,hardcoresex,1
1836,hardier,0
1837,hardy,0
1838,harmless,0
1839,harmonious,0
1840,harmoniously,0
1841,harmonize,0
1842,harmony,0
1843,he,0
1844,he-she,1
1845,he11,1
1846,head,0
1847,headfuck,1
1848,headway,0
1849,heal,0
1850,healthful,0
1851,healthy,0
1852,hearten,0
1853,heartening,0
1854,heartfelt,0
1855,heartily,0
1856,heartwarming,0
1857,heaven,0
1858,heavenly,0
1859,hebe,1
1860,heeb,1
1861,hell,0
1862,helped,0
1863,helpful,0
1864,helping,0
1865,hemp,1
1866,hentai,1
1867,her,0
1868,hero,0
1869,heroic,0
1870,heroically,0
1871,heroin,1
1872,heroine,0
1873,heroize,0
1874,heros,0
1875,herp,1
1876,herpes,1
1877,herpy,1
1878,heshe,1
1879,high-quality,0
1880,high-spirited,0
1881,hilarious,0
1882,hitler,1
1883,ho,1
1885,hoar,1
1887,hoare,1
1888,hobag,1
1890,hoe,1
1891,hoer,1
1892,hole,0
1893,holster,0
1896,holy shit,1
1897,hom0,1
1898,homage,0
1899,homo,0
1900,homodumbshit,1
1901,homoerotic,1
1902,homoey,1
1903,homosexual,1
1904,honest,0
1905,honesty,0
1906,honkey,1
1907,honky,1
1908,honor,0
1909,honorable,0
1910,honored,0
1911,honoring,0
1912,hooch,1
1913,hookah,1
1914,hooker,1
1915,hoor,1
1916,hooray,0
1917,hootch,1
1918,hooter,1
1919,hooters,1
1920,hopeful,0
1921,hore,1
1922,horniest,1
1923,horny,1
1924,hospitable,0
1927,hot carl,1
1928,hot chick,1
1929,hotcake,0
1930,hotcakes,0
1931,hotpussy,1
1932,hotsex,1
1933,hottest,0
1934,how,0
1935,how to kill,1
1936,how to murder,1
1937,hug,0
1938,huge,0
1939,huge fat,1
1940,humane,0
1941,humble,0
1942,humility,0
1943,humor,0
1944,humorous,0
1945,humorously,0
1946,humour,0
1947,humourous,0
1949,hump,1
1950,humped,1
1951,humping,1
1952,hunter,0
1953,hussy,1
1954,hymen,1
1955,iap,1
1956,iberian slap,1
1957,ice,0
1958,ideal,0
1959,idealize,0
1960,ideally,0
1961,idol,0
1962,idolize,0
1963,idolized,0
1964,idyllic,0
1965,illuminate,0
1966,illuminati,0
1967,illuminating,0
1968,illumine,0
1969,illustrious,0
1970,ilu,0
1971,imaculate,0
1972,image,0
1973,imaginative,0
1974,immaculate,0
1975,immaculately,0
1976,immense,0
1977,impartial,0
1978,impartiality,0
1979,impartially,0
1980,impassioned,0
1981,impeccable,0
1982,impeccably,0
1983,important,0
1984,impress,0
1985,impressed,0
1986,impresses,0
1987,impressive,0
1988,impressively,0
1989,impressiveness,0
1990,improve,0
1991,improved,0
1992,improvement,0
1993,improvements,0
1994,improves,0
1995,improving,0
1996,inbred,1
1997,incest,1
1998,incredible,0
1999,incredibly,0
2000,indebted,0
2001,individualized,0
2002,indulgence,0
2003,indulgent,0
2004,industrious,0
2005,inestimable,0
2006,inestimably,0
2007,inexpensive,0
2008,infallibility,0
2009,infallible,0
2010,infallibly,0
2011,influential,0
2012,ingenious,0
2013,ingeniously,0
2014,ingenuity,0
2015,ingenuous,0
2016,ingenuously,0
2017,injun,1
2018,innocuous,0
2019,innovation,0
2020,innovative,0
2021,inpressed,0
2022,insightful,0
2023,insightfully,0
2024,inspiration,0
2025,inspirational,0
2026,inspire,0
2027,inspiring,0
2028,instantly,0
2029,instructive,0
2030,instrumental,0
2031,integral,0
2032,integrated,0
2033,intelligence,0
2034,intelligent,0
2035,intelligible,0
2036,intercourse,1
2037,interesting,0
2038,interests,0
2039,intimacy,0
2040,intimate,0
2041,intricate,0
2042,intrigue,0
2043,intriguing,0
2044,intriguingly,0
2045,intuitive,0
2046,invaluable,0
2047,invaluablely,0
2048,inventive,0
2049,invigorate,0
2050,invigorating,0
2051,invincibility,0
2052,invincible,0
2053,inviolable,0
2054,inviolate,0
2055,invulnerable,0
2056,irreplaceable,0
2057,irreproachable,0
2058,irresistible,0
2059,irresistibly,0
2060,issue-free,0
2061,j3rk0ff,1
2062,jack,0
2063,jack off,1
2064,jack-off,1
2065,jackass,1
2066,jackasses,1
2067,jacket,0
2068,jackhole,1
2069,jackoff,1
2070,jaggi,1
2071,jagoff,1
2072,jail,0
2073,jail bait,1
2074,jailbait,1
2075,jap,1
2076,japs,1
2077,jar,0
2078,jaw-droping,0
2079,jaw-dropping,0
2080,jelly,0
2081,jelly donut,1
2082,jerk,1
2083,jerk off,1
2084,jerk-off,1
2085,jerk0ff,1
2086,jerkass,1
2087,jerked,1
2088,jerkoff,1
2089,jigaboo,1
2090,jiggaboo,1
2091,jiggerboo,1
2092,jism,1
2093,jiz,1
2094,jizm,1
2095,jizz,1
2096,jizzed,1
2099,jock,1
2100,jockey,0
2101,jokey,0
2102,jollify,0
2103,jolly,0
2104,jovial,0
2105,joy,0
2106,joyful,0
2107,joyfully,0
2108,joyous,0
2109,joyously,0
2110,jubilant,0
2111,jubilantly,0
2112,jubilate,0
2113,jubilation,0
2114,jubiliant,0
2115,judicious,0
2116,juggs,1
2117,juice,0
2118,jungle,0
2119,jungle bunny,1
2120,junglebunny,1
2121,junkie,1
2122,junky,1
2123,justly,0
2124,kafir,1
2125,kawk,1
2126,keen,0
2127,keenly,0
2128,keenness,0
2129,kick,0
2130,kid-friendly,0
2131,kike,1
2132,kikes,1
2133,kinbaku,1
2134,kindliness,0
2135,kindly,0
2136,kindness,0
2137,kinkster,1
2138,kinky,0
2139,kkk,1
2140,klan,1
2141,knob,0
2142,knob end,1
2143,knobbing,1
2144,knobead,1
2145,knobed,1
2146,knobend,1
2147,knobhead,1
2148,knobjocky,1
2149,knobjokey,1
2150,knocker,0
2151,knoker,0
2152,knowledgeable,0
2153,kock,1
2154,kondum,1
2155,kondums,1
2156,kooch,1
2157,kooches,1
2158,kootch,1
2159,kraut,0
2160,kudos,0
2161,kum,1
2162,kummer,1
2163,kumming,1
2164,kums,1
2165,kunilingus,1
2166,kunja,1
2167,kunt,1
2168,kwif,1
2169,kyke,1
2170,l3i+ch,1
2171,l3itch,1
2172,labia,0
2173,lameass,1
2174,lardass,1
2175,large-capacity,0
2176,laud,0
2177,laudable,0
2178,laudably,0
2179,lavish,0
2180,lavishly,0
2181,law-abiding,0
2182,lawful,0
2183,lawfully,0
2184,lead,0
2185,leading,0
2186,leads,0
2187,lean,0
2188,leather,0
2189,leather restraint,1
2190,leather straight jacket,1
2191,lech,1
2192,led,0
2193,leg,0
2194,legal,0
2195,legendary,0
2196,lemon,0
2197,lemon party,1
2198,leper,1
2199,lesbo,1
2200,lesbos,1
2201,leverage,0
2202,levity,0
2203,lez,1
2204,lezbo,1
2205,lezbos,1
2206,lezza,1
2207,lezzie,1
2208,lezzies,1
2209,lezzy,1
2210,liberate,0
2211,liberation,0
2212,liberty,0
2215,lifesaver,0
2216,lift,0
2217,light-hearted,0
2218,lighter,0
2219,likable,0
2220,like,0
2221,liked,0
2222,likes,0
2223,liking,0
2224,lionhearted,0
2225,lip,0
2226,litter,0
2227,lively,0
2228,load,0
2229,log,0
2230,logical,0
2231,loin,1
2232,loins,1
2233,lolita,1
2234,long-lasting,0
2235,looney,1
2236,lovable,0
2237,lovably,0
2238,love,0
2239,loved,0
2240,loveliness,0
2241,lovely,0
2242,lovemaking,1
2245,loves,0
2246,loving,0
2247,low-cost,0
2248,low-price,0
2249,low-priced,0
2250,low-risk,0
2251,lower-priced,0
2252,loyal,0
2253,loyalty,0
2254,lube,1
2255,lucid,0
2256,lucidly,0
2257,luck,0
2258,luckier,0
2259,luckiest,0
2260,luckiness,0
2261,lucky,0
2262,lucrative,0
2263,luminous,0
2264,lump,0
2265,lush,0
2266,lust,1
2267,luster,0
2268,lusting,1
2269,lustrous,0
2270,lusty,1
2271,luxuriant,0
2272,luxuriate,0
2273,luxurious,0
2274,luxuriously,0
2275,luxury,0
2276,lyrical,0
2277,m-fucking,1
2278,m0f0,1
2279,m0fo,1
2280,m45terbate,1
2281,ma5terb8,1
2282,ma5terbate,1
2283,mafugly,1
2284,magic,0
2285,magical,0
2286,magnanimous,0
2287,magnanimously,0
2288,magnificence,0
2289,magnificent,0
2290,magnificently,0
2291,majestic,0
2292,majesty,0
2293,make,0
2294,make me come,1
2295,male squirting,1
2296,mama,0
2297,mams,1
2298,man,0
2299,manageable,0
2300,maneuverable,0
2301,marvel,0
2302,marveled,0
2303,marvelled,0
2304,marvellous,0
2305,marvelous,0
2306,marvelously,0
2307,marvelousness,0
2308,marvels,0
2309,masochist,1
2310,massa,1
2313,master-bate,1
2314,masterb8,1
2315,masterbat,1
2316,masterbat3,1
2317,masterbate,1
2318,masterbating,1
2319,masterbation,1
2320,masterbations,1
2321,masterful,0
2322,masterfully,0
2323,masterpiece,0
2324,masterpieces,0
2325,masters,0
2326,mastery,0
2327,masturbate,1
2328,masturbating,1
2329,masturbation,1
2330,matchless,0
2331,mature,0
2332,maturely,0
2333,maturity,0
2334,maxi,1
2335,mcfagget,1
2336,me,0
2337,meaningful,0
2338,meat,0
2339,memorable,0
2340,men,0
2341,menage,0
2342,menage a trois,1
2343,merciful,0
2344,mercifully,0
2345,mercy,0
2346,merit,0
2347,meritorious,0
2348,merrily,0
2349,merriment,0
2350,merriness,0
2351,merry,0
2352,mesmerize,0
2353,mesmerized,0
2354,mesmerizes,0
2355,mesmerizing,0
2356,mesmerizingly,0
2357,meth,1
2358,meticulous,0
2359,meticulously,0
2360,mick,1
2361,middle,0
2362,midget,1
2363,mightily,0
2364,mighty,0
2365,milf,1
2366,mind-blowing,0
2367,minge,1
2368,minger,1
2369,miracle,0
2370,miracles,0
2371,miraculous,0
2372,miraculously,0
2373,miraculousness,0
2374,missionary,0
2375,missionary position,1
2376,mo-fo,1
2377,modern,0
2378,modest,0
2379,modesty,0
2380,mof0,1
2381,mofo,1
2382,molest,1
2383,momentous,0
2384,mong,1
2385,monkey,0
2386,monumental,0
2387,monumentally,0
2388,moo moo foo foo,1
2389,moolie,1
2390,morality,0
2391,moron,1
2392,mothafuck,1
2393,mothafucka,1
2394,mothafuckas,1
2395,mothafuckaz,1
2396,mothafucked,1
2397,mothafucker,1
2398,mothafuckers,1
2399,mothafuckin,1
2400,mothafucking,1
2401,mothafuckings,1
2402,mothafucks,1
2403,mother,0
2404,mother fucker,1
2405,motherfuck,1
2406,motherfucka,1
2407,motherfucked,1
2408,motherfucker,1
2409,motherfuckers,1
2410,motherfuckin,1
2411,motherfucking,1
2412,motherfuckings,1
2413,motherfuckka,1
2414,motherfucks,1
2415,motherless,0
2416,motivated,0
2417,mound,0
2418,mound of venus,1
2419,mr,0
2420,mr hands,1
2421,mtherfucker,1
2422,mthrfucker,1
2423,mthrfucking,1
2424,much,0
2425,mud,0
2426,muff,0
2427,muff diver,1
2428,muff puff,1
2429,muffdiver,1
2430,muffdiving,1
2431,multi-purpose,0
2432,munch,0
2433,munging,1
2434,munter,1
2435,murder,1
2436,mutha,1
2437,muthafecker,1
2438,muthafuckaz,1
2439,muthafuckker,1
2440,muther,1
2441,mutherfucker,1
2442,mutherfucking,1
2443,muthrfucking,1
2444,n1gga,1
2445,n1gger,1
2446,nad,1
2447,nads,1
2448,naked,0
2449,nambla,1
2450,napalm,1
2451,nappy,1
2452,navigable,0
2453,nawashi,1
2454,nazi,1
2455,nazism,1
2456,neat,0
2457,neatest,0
2458,neatly,0
2459,need,0
2460,need the dick,1
2461,negro,1
2462,neonazi,1
2463,nice,0
2464,nicely,0
2465,nicer,0
2466,nicest,0
2467,nifty,0
2468,nig nog,1
2469,nig-nog,1
2470,nigaboo,1
2471,nigg3r,1
2472,nigg4h,1
2473,nigga,1
2474,niggah,1
2475,niggas,1
2476,niggaz,1
2477,nigger,1
2478,niggers,1
2479,niggle,0
2480,niglet,1
2481,nimble,0
2482,nimphomania,1
2483,nimrod,1
2484,ninny,1
2485,nob,1
2486,nob jokey,1
2487,nobhead,1
2488,nobjocky,1
2489,nobjokey,1
2490,noble,0
2491,nobly,0
2492,noiseless,0
2493,non-violence,0
2494,non-violent,0
2495,nonce,1
2496,nooky,1
2497,nose,0
2498,notably,0
2499,noteworthy,0
2500,nourish,0
2501,nourishing,0
2502,nourishment,0
2503,novelty,0
2504,nsfw images,1
2505,nude,1
2507,nudity,1
2508,nugget,0
2509,numb,0
2510,numbnuts,1
2511,nurturing,0
2512,nut,0
2513,nut butter,1
2514,nut sack,1
2515,nutsack,1
2516,nutter,1
2517,nympho,1
2518,nymphomania,1
2519,oasis,0
2520,obsession,0
2521,obsessions,0
2522,obtainable,0
2523,octopussy,1
2524,of,0
2525,off,0
2526,old,0
2527,old bag,1
2528,omorashi,1
2529,on,0
2530,one,0
2531,one cup two girls,1
2532,one guy one jar,1
2533,openly,0
2534,openness,0
2535,opiate,1
2536,opium,1
2537,optimal,0
2538,optimism,0
2539,optimistic,0
2540,opulent,0
2541,oral,0
2542,orally,1
2543,orderly,0
2544,orgasim,1
2545,orgasims,1
2546,orgasm,1
2547,orgasmic,1
2548,orgasms,1
2549,orgies,1
2550,orgy,1
2551,originality,0
2552,outdo,0
2553,outdone,0
2554,outperform,0
2555,outperformed,0
2556,outperforming,0
2557,outperforms,0
2558,outshine,0
2559,outshone,0
2560,outsmart,0
2561,outstanding,0
2562,outstandingly,0
2563,outstrip,0
2564,outwit,0
2565,ovation,0
2566,overjoyed,0
2567,overtake,0
2568,overtaken,0
2569,overtakes,0
2570,overtaking,0
2571,overtook,0
2572,overture,0
2573,p.u.s.s.y.,1
2574,p0rn,1
2575,packer,0
2576,paddy,1
2578,paedophile,1
2579,pain-free,0
2580,painless,0
2581,painlessly,0
2582,paki,1
2583,palace,0
2584,palatial,0
2585,palm,0
2586,pamper,0
2587,pampered,0
2588,pamperedly,0
2589,pamperedness,0
2590,pampers,0
2591,panooch,1
2592,panoramic,0
2593,pansy,1
2594,paradise,0
2595,paramount,0
2596,pardon,0
2597,party,0
2598,passion,0
2599,passionate,0
2600,passionately,0
2601,pastie,1
2602,pasty,1
2603,patience,0
2604,patient,0
2605,patiently,0
2606,patriot,0
2607,patriotic,0
2608,pcp,1
2609,peace,0
2610,peaceable,0
2611,peaceful,0
2612,peacefully,0
2613,peacekeepers,0
2614,peach,0
2615,pecker,1
2617,peckerhead,1
2618,pedo,1
2619,pedobear,1
2620,pedophile,1
2621,pedophilia,1
